sample_id,ic50_Omicron
e57f2f36-b3a8-4a47-abbd-2d0f4ed40510,2454.4875726282
86a9ddcd-6a1d-4202-8ffe-e81c562e9f77,13322.2090199862
a1f46caa-bd04-41a7-8ea4-c5e4de545d09,2469.76987658466
a1846e52-a88a-41e5-aab4-14f3e78b7d16,2875.83948013861
c4a699ee-dbfb-4ed5-a7b2-c4e59f4bc712,3694.62074556386
e96fb134-842d-4e16-8d89-ff50204e84a5,14007.1623384418
2c7472b8-e3aa-4523-a59a-66649ebb81e7,2698.55090880758
c98c87a0-87f4-4926-9b72-cff780eb31fb,3279.93257718151
d9f87f0c-ce2b-4032-b190-5a87ad5d177a,2394.72961054771
0218f509-5637-414b-8d36-c2a31328b197,12573.2443949458
c66a0e9c-f00f-4347-8586-d64abfb937da,3135.22264800964
85875424-a431-4f3f-8ccd-9f28f5f02e4c,3131.19589135948
effe4710-8eca-4387-a8b5-add33ff3c57a,12136.5093455757
db27d107-8d18-440c-958d-ff86aaf58b8d,11683.2441874811
b4cde786-9d02-448c-8223-0d3912b15a4c,1631.42718770741
8827474c-311f-411a-be9f-3c508fb9a942,3978.62654617719
1cb352a9-c29f-470d-bc79-01185c2da284,2588.90398885229
27520a74-827d-4d04-8d0b-bd14166cc881,2361.17089454773
f5a383e3-d77f-42f6-af84-2b16d9e18b22,2251.9925888694
3862698e-6342-410a-b7d6-6a270e3da185,12667.4726292292
d944083d-f735-4f1c-993d-64a452f0d2dd,3422.87627325101
4b49127f-31b5-4830-9056-1991f7b5110b,6331.38118644395
4e8e3a01-7f72-4d36-81ff-264dac0417b1,14320.1108962946
de9dbb7e-1860-4aa6-a3ae-1238398b2f6a,7137.83151185239
ee13d36a-2e65-4b62-96db-942490348300,7059.53839383828
b733ae3d-e973-4229-ab38-6c76ec77dfaf,13990.1029046414
38c8d386-1b3e-49ab-844d-38e558080a3a,12950.146670465
3f8af1b0-daee-4c09-90b5-287537f8848e,6868.73895464246
e80a4369-ca3b-4173-a95a-52a5d6af6244,2678.85867821722
6637905d-efdc-4f51-9101-7224eab4b257,3501.25579474711
3786c500-7b0a-49eb-b369-b3db37f67090,2389.75580622082
c2fc18b6-8aa9-4bae-8ef2-30fbb9f5a3c9,3607.26952893147
e385d5b0-4a19-42aa-8bd0-545f6d6e1830,2173.6829275286
f393cfde-8932-469c-a4ad-f12471a6da26,2646.16585402552
6dde1619-e267-4cae-8275-8680aee1eee4,3759.49205699919
b6035ac3-767f-4188-b181-61b48f0b2f5b,12923.3553870264
79832bc3-e282-4297-947a-65fab719d810,12986.6861403693
869f2d20-0a23-45ee-9d66-900a5b9cf1e5,3134.97549589517
976cfdf1-3bff-452f-8ea6-fa96dfac0bd2,12245.2302934516
9994d2b5-8148-44a2-98de-6db8398e5ebc,7552.61793115832
ee165271-a58b-44cd-91da-808095f82076,2743.69440014691
1a3e7427-5651-4720-88ac-bad812f6854b,3976.76480675886
21b0e1af-af4a-4a4b-9656-b82d0ec78eb0,3431.41998323777
a016992d-7a7d-4443-b5d7-c5f450a170a7,7129.81056911413
7a3d687f-7db9-4696-8468-ec74a800ef67,2419.3285663472
ff24eaf3-e3e0-4bf9-b97e-03a3267bb748,6634.50191503473
74c2e13d-69d1-4447-b815-bb9df20e3c05,3371.05569630065
8827aac6-c771-4cbc-bfb0-5987491fca26,2423.17934023606
822345f0-c868-4653-880c-cdb42e61256f,14517.2191517645
b78b9a21-724b-4cf9-9b37-1ba06f21a017,6727.82760633893
9b137e41-3468-4094-8da8-8674d8eacf07,7315.68380416094
c22b9a66-d953-4737-ba4c-b08283952209,3546.60994841631
7087da45-350c-4331-92ca-332113ff9041,13393.7332610972
5087c632-d151-46c0-b999-434507034e21,7679.83220391809
4f211af8-258e-4c30-989a-b1ba95ca6c9a,2721.76256628966
3c1137ba-85c5-450f-874a-4037f04c4c74,7661.52413213487
ecc45265-9e57-4bb8-ae53-21d722298659,3193.77746799558
346f7357-2944-4114-b1be-6f8204cf7c96,6997.91038138186
7b6ec48d-c9f1-4595-aff7-dadd8305b6ce,2119.69627860034
ccd187f1-812a-4094-bdb7-be0afbb9de3e,12502.3023643774
f809b125-e9ab-4c38-b6c2-8f7e63503409,7337.77841634027
c9fc0ceb-147a-4962-a426-fd26c020eed0,2398.38469070819
8c4edcae-57ef-4a9e-ac57-60c2d43a88d9,11987.2441563444
5f8d7aee-7984-4c5b-b0f7-4ba40eb63436,3273.04222084606
48884563-1d3d-4f06-b676-9ee1c2c56aaa,16873.9207753338
4455b43f-fa9a-4e7f-b1a7-0f8a634cd0bd,7281.2525050892
63e515b5-db24-4818-806c-39dccbfb20da,12583.2284465597
6d6680fc-b3ce-4c78-a9c7-0412cd8bba1b,3132.74158371636
d8272700-1c3d-4f35-a32b-cc618ed3d11d,2487.3367234684
733cb887-45ef-4359-b146-da00a190159c,2885.80868211176
d2c85905-744e-4c58-a0fe-dd2f5a17e672,3742.84602233866
ed6e8b8a-289f-487b-b08c-428951b152b0,2479.26928274363
c38e6d53-7ffd-4474-8f08-a3c40aa988c0,2196.18827837891
30aa9227-193e-410a-9b41-2ef191a74cd0,2794.24040586384
56abff02-7381-49c2-b11c-9ec3db55cae4,3223.60764368223
fd612019-5d1d-4342-8922-249fa560890a,2137.28448301181
3cefef71-a243-466e-a951-d75baca98724,3139.34553675773
fee78f35-1187-43fa-af06-795efb817e9d,3225.54469070312
7fbaab99-0138-4c64-9c0b-0002ad169fc2,3083.84860171095
2d60728b-4e02-4ad5-8e9d-702d9602b98b,16794.1292486255
0a0a4a5d-4cd7-408c-99c9-20bc68d92461,7957.54043166144
984eb86a-437d-4e4f-ad7d-df0188c9d111,3219.33622920914
95ae8a42-a803-4676-a7a4-653e75c73cf8,2570.88813921878
610893df-41ca-49f6-8f07-0f78a4d42e58,14455.5715768958
4d5e3cd3-6879-47df-89aa-6146385f378f,14083.65809522
14508319-b26d-492c-8318-9daf78f8771e,3749.30559404577
7796447e-6b0e-495a-b9da-5f11c2b64fe5,2405.64158537569
697394e7-de21-4d8c-9d7d-528fc2a17c72,3198.66827788267
29b89605-0de9-43cb-8bf3-37cc2d33d1ff,3259.22860155233
5609b295-8bf8-494c-8e29-82f1e7173745,13607.0665797796
9e429583-3db1-48be-a269-7574464bc47c,2836.36470826369
460c0d28-bc81-4ebc-81c4-f0b43235c6de,7498.2939773571
10fa1278-6fbc-4d30-bebe-080835278ef0,7665.91618039576
644f043c-2662-4521-b3d0-a2ae0744f273,6475.38338111956
e8072219-b43c-4491-9325-3415cbb022cd,12773.2039350728
82d65383-2f65-4466-8941-0794e7262ee5,2702.2450765663
6b2d62ed-4af3-48de-8234-a4751a605ca0,3713.56269033383
21b1900a-93dc-4282-98e2-b4904efb843c,12603.7694360372
7b548868-cace-44b1-b91f-0d92f1374b34,2994.99783984763
11edf34e-019d-4b69-b476-9a6d3d9f55f7,14660.1365316562
ead1f1dd-ff28-4993-a86c-cd7ba2375117,5767.73106602326
0ac386b9-f0a2-4266-ae98-de9570a713a8,13816.714959698
9c2125c5-c4d4-48d0-afaf-747efd8ce2b5,3691.07592926069
7560c44b-c67d-4026-bf8a-9ade9007d4e0,12473.2640010698
0428bae6-e473-4c1e-ba50-28df0f3b02cc,3279.85693098412
89714a48-84db-479d-ba9b-39b8044e90a3,3077.50044884929
76053ca8-33cb-4bd5-a0d4-33950faacde3,12228.0004518094
bc789428-9856-4691-a2c4-7074b7d7ea9e,4130.2175592368
f35a2953-d2e1-4153-bef3-e0e27d5c0b32,12280.9678900605
80324809-b909-4e2f-b53a-4b74d6f1cc14,3111.08709063981
63414c34-61e9-4d35-a64b-9fabb7fe4ede,2567.17748854242
712f067d-f164-49dc-b222-e68b27fda966,2609.98193414769
b4006e36-22a4-4a6b-aded-789561a82b55,6571.70073694782
9d85a937-8eec-4021-b7ef-4a6082fbda12,5503.64158027322
b1778e39-7f8f-45d2-8d29-fed25a309637,2688.00320434018
7c3914b6-22e3-49b7-81a9-7df84bfadcb3,9530.94607266492
648d349f-f26d-427e-a533-b4275a43b97d,14384.8177503515
63d2c05d-b3dd-43b3-a77f-11830c1bc588,2825.18109151619
378ebf20-7a10-4d0f-9f9d-beb9e0e85305,7580.94906361368
6ea0ecff-5bef-4590-bad6-9a3892a7b7d6,2539.72232639962
daff94f3-913c-425d-af7f-dbd698bd068e,2416.1882634856
412cd687-fcfb-4af4-ac78-55af8bd23d78,12915.6244243456
ba9d97bb-3571-41ad-bc86-d81111eda674,3042.06735283412
3132114e-afd9-4f89-9be4-ee81f5fe4258,7695.88246156886
370fca3e-0dc4-4062-8d77-57d82620738e,3884.27684328135
eb2e0fe0-f386-432a-af3a-875f608da699,6354.40675764604
e5491ca1-cc46-4005-8630-5bb65263337f,14200.5398500708
1791e39a-df16-4824-82b6-18f765407d0c,7589.60674014841
809f0077-e07a-44e6-8d84-69a7f3e49d33,12515.0662077313
